id;response_id;setor;label
930;SP4-256;SUP4;Gestão/Gerência-Gerência
931;SP4-256;SUP4;Gestão/Gerência-Autonomia
932;SP4-257;SUP4;Processos e sistemas-Processos
933;SP4-257;SUP4;Projeto-Cronograma
934;SP4-257;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
935;SP4-258;SUP4;Equipe-Comunicação
936;SP4-259;SUP4;Desenvolvimento-Documentação
937;SP4-260;SUP4;Recompensas, benefícios, carreira-Promoções
938;SP4-260;SUP4;Gestão/Gerência-Gerência
939;SP4-261;SUP4;Recompensas, benefícios, carreira-Promoções
940;SP4-262;SUP4;Processos e sistemas-Ferramentas
941;SP4-263;SUP4;Gestão/Gerência-Gerência
942;SP4-264;SUP4;Gestão/Gerência-Gerência
943;SP4-265;SUP4;Equipe-Comunicação
944;SP4-265;SUP4;Gestão/Gerência-Objetivos bem definidos
945;SP4-266;SUP4;Ambiente de trabalho-Fragmentação do tempo
946;SP4-266;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
947;SP4-267;SUP4;Gestão/Gerência-Gerência
948;SP4-268;SUP4;Gestão/Gerência-Gerência
949;SP4-268;SUP4;Gestão/Gerência-Objetivos bem definidos
950;SP4-268;SUP4;Gestão/Gerência-Autonomia
951;SP4-268;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
952;SP4-268;SUP4;Projeto-Cronograma
953;SP4-268;SUP4;Equipe-Comunicação
954;SP4-268;SUP4;Gestão/Gerência-Feedback
955;SP4-268;SUP4;Recompensas, benefícios, carreira-Promoções
956;SP4-268;SUP4;Equipe-Cultura do time
957;SP4-268;SUP4;Treinamento-Treinamento para ferramentas e tecnologias
958;SP4-268;SUP4;Equipe-Colaboração
959;SP4-268;SUP4;Equipe-Objetivos claros
960;SP4-269;SUP4;Recompensas, benefícios, carreira-Promoções
961;SP4-269;SUP4;Recompensas, benefícios, carreira-Benéficios e recompensas
962;SP4-269;SUP4;Recompensas, benefícios, carreira-Justiça
963;SP4-270;SUP4;Gestão/Gerência-Prioridades bem definidas
964;SP4-270;SUP4;Equipe-Comunicação
965;SP4-270;SUP4;Organização-Visão da empresa
966;SP4-271;SUP4;Processos e sistemas-Processos
967;SP4-271;SUP4;Gestão/Gerência-Prioridades bem definidas
968;SP4-272;SUP4;Gestão/Gerência-Feedback
969;SP4-272;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
970;SP4-273;SUP4;Recompensas, benefícios, carreira-Promoções
971;SP4-274;SUP4;Equipe-Comunicação
972;SP4-274;SUP4;Treinamento-Treinamento para ferramentas e tecnologias
973;SP4-274;SUP4;Recompensas, benefícios, carreira-Segurança no trabalho
974;SP4-275;SUP4;Gestão/Gerência-Feedback
975;SP4-275;SUP4;Recompensas, benefícios, carreira-Promoções
976;SP4-276;SUP4;Projeto-Cronograma
977;SP4-276;SUP4;Treinamento-Disponibilidade de documentação
978;SP4-277;SUP4;Gestão/Gerência-Gerência
979;SP4-277;SUP4;Gestão/Gerência-Planejamento de reuniões
980;SP4-277;SUP4;Gestão/Gerência-Objetivos bem definidos
981;SP4-278;SUP4;Recompensas, benefícios, carreira-Segurança no trabalho
982;SP4-279;SUP4;Gestão/Gerência-Prioridades bem definidas
983;SP4-279;SUP4;Gestão/Gerência-Objetivos bem definidos
984;SP4-280;;NC
985;SP4-281;SUP4;Gestão/Gerência-Gerência
986;SP4-281;SUP4;Organização-Visão da empresa
987;SP4-281;SUP4;Equipe-Comunicação
988;SP4-281;SUP4;Equipe-Identidade da equipe
989;SP4-282;SUP4;Gestão/Gerência-Gerência
990;SP4-282;SUP4;Equipe-Senso de superioridade
991;SP4-282;SUP4;Equipe-Segurança psicológica
992;SP4-282;SUP4;Habilidades e competências individuais-Personalidade do desenvolvedor
993;SP4-283;SUP4;Processos e sistemas-Ferramentas
994;SP4-284;SUP4;Tipo/impacto do trabalho-Habilidades são bem usadas
995;SP4-284;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
996;SP4-285;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
997;SP4-286;SUP4;Recompensas, benefícios, carreira-Promoções
998;SP4-286;SUP4;Recompensas, benefícios, carreira-Justiça
999;SP4-287;SUP4;Equipe-Coesão da equipe
1000;SP4-288;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1001;SP4-288;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1002;SP4-289;SUP4;Gestão/Gerência-Feedback
1003;SP4-289;SUP4;Processos e sistemas-Hardware
1004;SP4-289;SUP4;Ambiente de trabalho-Ambiente físico
1005;SP4-289;SUP4;Recompensas, benefícios, carreira-Promoções
1006;SP4-289;SUP4;Recompensas, benefícios, carreira-Salário
1007;SP4-290;SUP4;Organização-Visão da empresa
1008;SP4-290;SUP4;Treinamento-Treinamento para ferramentas e tecnologias
1009;SP4-290;SUP4;Tipo/impacto do trabalho-Habilidades são bem usadas
1010;SP4-291;SUP4;Equipe-Apoio à inovação
1011;SP4-291;SUP4;Processos e sistemas-Processos
1012;SP4-291;SUP4;Equipe-Coesão da equipe
1013;SP4-292;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1014;SP4-293;SUP4;Processos e sistemas-Processos
1015;SP4-293;SUP4;Equipe-Apoio à inovação
1016;SP4-294;SUP4;Gestão/Gerência-Gerência
1017;SP4-295;;NC
1018;SP4-296;;NC
1019;SP4-297;;NC
1020;SP4-298;;NC
1021;SP4-299;;NC
1022;SP4-300;;NC
1023;SP4-301;SUP4;Produtividade pessoal-Produtividade percebida
1024;SP4-301;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1025;SP4-302;SUP4;Gestão/Gerência-Autonomia
1026;SP4-303;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
1027;SP4-304;;NC
1028;SP4-305;;NC
1029;SP4-306;;NC
1030;SP4-307;;NC
1031;SP4-308;;NC
1032;SP4-309;SUP4;Processos e sistemas-Hardware
1033;SP4-310;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
1034;SP4-310;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
1035;SP4-310;SUP4;Projeto-Tamanho médio da equipe
1036;SP4-310;SUP4;Gestão/Gerência-Gerência
1037;SP4-310;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1038;SP4-311;;NC
1039;SP4-312;;NC
1040;SP4-313;SUP4;Organização-Visão da empresa
1041;SP4-313;SUP4;Gestão/Gerência-Objetivos bem definidos
1042;SP4-313;SUP4;Equipe-Colaboração
1043;SP4-313;SUP4;Processos e sistemas-Processos
1044;SP4-314;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1045;SP4-314;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1046;SP4-315;SUP4;Gestão/Gerência-Gerência
1047;SP4-316;SUP4;Recompensas, benefícios, carreira-Promoções
1048;SP4-316;SUP4;Gestão/Gerência-Apreciação pelo trabalho
1049;SP4-316;SUP4;Recompensas, benefícios, carreira-Justiça
1050;SP4-317;;NC
1051;SP4-317;;NC
1052;SP4-318;;NC
1053;SP4-319;;
1054;SP4-319;;
1055;SP4-319;;
1056;SP4-319;SUP4;Processos e sistemas-Processos
1057;SP4-319;SUP4;Fatores de produto-Dependências técnicas
1058;SP4-319;SUP4;Gestão/Gerência-Gerência
1059;SP4-319;SUP4;Produtividade pessoal-Produtividade percebida
1060;SP4-320;;NC
1061;SP4-321;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
1062;SP4-321;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1063;SP4-321;SUP4;Equipe-Apoio à inovação
1064;SP4-322;SUP4;Ambiente de trabalho-Trabalho remoto
1065;SP4-323;SUP4;Ambiente de trabalho-Trabalho remoto
1066;SP4-323;SUP4;Recompensas, benefícios, carreira-Segurança no trabalho
1067;SP4-324;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1068;SP4-325;SUP4;Gestão/Gerência-Gerência
1069;SP4-326;SUP4;Gestão/Gerência-Prioridades bem definidas
1070;SP4-327;SUP4;Gestão/Gerência-Gerência
1071;SP4-327;SUP4;Equipe-Objetivos claros
1072;SP4-328;SUP4;Gestão/Gerência-Prioridades bem definidas
1073;SP4-328;SUP4;Processos e sistemas-Processos
1074;SP4-329;SUP4;Equipe-Coesão da equipe
1075;SP4-329;SUP4;Gestão/Gerência-Gerência
1076;SP4-330;SUP4;Projeto-Tamanho médio da equipe
1077;SP4-330;SUP4;Fatores de processo-Terceirização e distribuição global
1078;SP4-331;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1079;SP4-332;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1080;SP4-332;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1081;SP4-333;SUP4;Recompensas, benefícios, carreira-Promoções
1082;SP4-334;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1083;SP4-334;SUP4;Ambiente de trabalho-Fragmentação do tempo
1084;SP4-334;SUP4;Produtividade pessoal-Produtividade percebida
1085;SP4-335;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1086;SP4-335;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1087;SP4-335;SUP4;Habilidades e competências individuais-Felicidade do desenvolvedor
1088;SP4-336;SUP4;Equipe-Interações sociais
1089;SP4-337;SUP4;Gestão/Gerência-Planejamento de reuniões
1090;SP4-337;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1091;SP4-338;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1092;SP4-338;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1093;SP4-339;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1094;SP4-340;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
1095;SP4-341;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1096;SP4-342;SUP4;Equipe-Comunicação
1097;SP4-342;SUP4;Gestão/Gerência-Gerência
1098;SP4-343;SUP4;Tipo/impacto do trabalho-Tempo para aprender a realizar o trabalho
1099;SP4-343;SUP4;Vida profissional/Experiência no trabalho-Estresse
1100;SP4-344;SUP4;Gestão/Gerência-Gerência
1101;SP4-344;SUP4;Gestão/Gerência-Prioridades bem definidas
1102;SP4-344;SUP4;Projeto-Cronograma
1103;SP4-344;SUP4;Processos e sistemas-Processos
1104;SP4-345;SUP4;Equipe-Interações sociais
1105;SP4-346;SUP4;Equipe-Interações sociais
1106;SP4-347;SUP4;Recompensas, benefícios, carreira-Promoções
1107;SP4-348;SUP4;Projeto-Cronograma
1108;SP4-349;SUP4;Processos e sistemas-Processos
1109;SP4-349;SUP4;Projeto-Tamanho médio da equipe
1110;SP4-349;SUP4;Vida profissional/Experiência no trabalho-Estresse
1111;SP4-349;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
1112;SP4-349;SUP4;Gestão/Gerência-Prioridades bem definidas
1113;SP4-350;SUP4;Processos e sistemas-Processos
1114;SP4-351;SUP4;Gestão/Gerência-Gerência
1115;SP4-351;SUP4;Habilidades e competências individuais-Felicidade do desenvolvedor
1116;SP4-352;SUP4;Recompensas, benefícios, carreira-Promoções
1117;SP4-352;SUP4;Equipe-Colaboração
1118;SP4-353;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1119;SP4-354;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1120;SP4-354;SUP4;Produtividade pessoal-Produtividade percebida
1121;SP4-354;SUP4;Ambiente de trabalho-Fragmentação do tempo
1122;SP4-355;SUP4;Gestão/Gerência-Apreciação pelo trabalho
1123;SP4-355;SUP4;Recompensas, benefícios, carreira-Promoções
1124;SP4-356;SUP4;Recompensas, benefícios, carreira-Promoções
1125;SP4-357;SUP4;Recompensas, benefícios, carreira-Promoções
1126;SP4-358;SUP4;Recompensas, benefícios, carreira-Promoções
1127;SP4-359;SUP4;Gestão/Gerência-Planejamento de reuniões
1128;SP4-359;SUP4;Fatores de produto-Qualidade do produto
1129;SP4-359;SUP4;Equipe-Apoio à inovação
1130;SP4-360;SUP4;Fatores de processo-Risco de arquitetura
1131;SP4-360;SUP4;Equipe-Comunicação
1132;SP4-361;SUP4;Gestão/Gerência-Gerência
1133;SP4-361;SUP4;Recompensas, benefícios, carreira-Promoções
1134;SP4-362;SUP4;Equipe-Colaboração
1135;SP4-363;SUP4;Gestão/Gerência-Autonomia
1136;SP4-363;SUP4;Gestão/Gerência-Gerência
1137;SP4-363;SUP4;Fatores de processo-Ágil
1138;SP4-364;SUP4;Habilidades e competências individuais-Capacidade do gerente
1139;SP4-365;SUP4;Equipe-Comunicação
1140;SP4-365;SUP4;Equipe-Colaboração
1141;SP4-366;SUP4;Recompensas, benefícios, carreira-Promoções
1142;SP4-367;SUP4;Gestão/Gerência-Planejamento de reuniões
1143;SP4-367;SUP4;Gestão/Gerência-Objetivos bem definidos
1144;SP4-367;SUP4;Equipe-Coesão da equipe
1145;SP4-368;SUP4;Recompensas, benefícios, carreira-Promoções
1146;SP4-369;SUP4;Recompensas, benefícios, carreira-Promoções
1147;SP4-370;SUP4;Gestão/Gerência-Apreciação pelo trabalho
1148;SP4-370;SUP4;Recompensas, benefícios, carreira-Benéficios e recompensas
1149;SP4-371;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
1150;SP4-371;SUP4;Tipo/impacto do trabalho-Habilidades são bem usadas
1151;SP4-371;SUP4;Treinamento-Treinamento para ferramentas e tecnologias
1152;SP4-371;SUP4;Desenvolvimento-Documentação
1153;SP4-371;SUP4;Processos e sistemas-Ferramentas
1154;SP4-372;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1155;SP4-373;SUP4;Gestão/Gerência-Autonomia
1156;SP4-374;SUP4;Tipo/impacto do trabalho-Tempo para aprender a realizar o trabalho
1157;SP4-374;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
1158;SP4-375;SUP4;Gestão/Gerência-Planejamento de reuniões
1159;SP4-376;SUP4;Gestão/Gerência-Feedback
1160;SP4-377;SUP4;Gestão/Gerência-Objetivos bem definidos
1161;SP4-378;SUP4;Projeto-Tamanho médio da equipe
1162;SP4-379;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1163;SP4-380;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
1164;SP4-380;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1165;SP4-380;SUP4;Recompensas, benefícios, carreira-Promoções
1166;SP4-381;SUP4;Fatores de processo-Ágil
1167;SP4-381;SUP4;Gestão/Gerência-Feedback
1168;SP4-381;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1169;SP4-382;SUP4;Ambiente de trabalho-Proximidade da equipe
1170;SP4-383;SUP4;Gestão/Gerência-Planejamento de reuniões
1171;SP4-383;SUP4;Equipe-Comunicação
1172;SP4-383;SUP4;Equipe-Interações sociais
1173;SP4-383;SUP4;Ambiente de trabalho-Proximidade da equipe
1174;SP4-384;SUP4;Gestão/Gerência-Planejamento de reuniões
1175;SP4-384;SUP4;Equipe-Objetivos claros
1176;SP4-384;SUP4;Equipe-Comunicação
1177;SP4-385;SUP4;Gestão/Gerência-Planejamento de reuniões
1178;SP4-386;SUP4;Gestão/Gerência-Planejamento de reuniões
1179;SP4-386;SUP4;Equipe-Comunicação
1180;SP4-386;SUP4;Equipe-Colaboração
1181;SP4-387;SUP4;Equipe-Interações sociais
1182;SP4-388;SUP4;Ambiente de trabalho-Proximidade da equipe
1183;SP4-389;SUP4;Recompensas, benefícios, carreira-Promoções
1184;SP4-389;SUP4;Equipe-Colaboração
1185;SP4-390;SUP4;Gestão/Gerência-Gerência
1186;SP4-391;SUP4;Recompensas, benefícios, carreira-Promoções
1187;SP4-391;SUP4;Recompensas, benefícios, carreira-Benéficios e recompensas
1188;SP4-392;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1189;SP4-392;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1190;SP4-393;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1191;SP4-394;;NC
1192;SP4-395;SUP4;Gestão/Gerência-Autonomia
1193;SP4-396;SUP4;Tipo/impacto do trabalho-Habilidades são bem usadas
1194;SP4-396;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1195;SP4-396;SUP4;Habilidades e competências individuais-Felicidade do desenvolvedor
1196;SP4-397;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1197;SP4-398;SUP4;Recompensas, benefícios, carreira-Promoções
1198;SP4-399;SUP4;Recompensas, benefícios, carreira-Promoções
1199;SP4-399;SUP4;Recompensas, benefícios, carreira-Justiça
1200;SP4-400;SUP4;Gestão/Gerência-Planejamento de reuniões
1201;SP4-400;SUP4;Gestão/Gerência-Feedback
1202;SP4-401;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1203;SP4-402;SUP4;Treinamento-Treinamento para soft skills
1204;SP4-403;;NC
1205;SP4-404;SUP4;Treinamento-Treinamento para soft skills
1206;SP4-404;SUP4;Gestão/Gerência-Objetivos bem definidos
1207;SP4-404;SUP4;Processos e sistemas-Ferramentas
1208;SP4-405;SUP4;Equipe-Coesão da equipe
1209;SP4-406;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1210;SP4-407;SUP4;Equipe-Interações sociais
1211;SP4-407;SUP4;Ambiente de trabalho-Proximidade da equipe
1212;SP4-408;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1213;SP4-408;SUP4;Recompensas, benefícios, carreira-Promoções
1214;SP4-409;SUP4;Recompensas, benefícios, carreira-Promoções
1215;SP4-409;SUP4;Gestão/Gerência-Apreciação pelo trabalho
1216;SP4-410;SUP4;Equipe-Colaboração
1217;SP4-411;SUP4;Gestão/Gerência-Gerência
1218;SP4-411;SUP4;Planejamento de reuniões
1219;SP4-412;SUP4;Equipe-Colegas de trabalho qualificados
1220;SP4-413;SUP4;Equipe-Coesão da equipe
1221;SP4-414;SUP4;Projeto-Cronograma
1222;SP4-414;SUP4;Projeto-Estabilidade de requisitos
1223;SP4-415;SUP4;Equipe-Identidade da equipe
1224;SP4-416;SUP4;Equipe-Colaboração
1225;SP4-416;SUP4;Equipe-Identidade da equipe
1226;SP4-417;SUP4;Projeto-Tamanho médio da equipe
1227;SP4-417;SUP4;Equipe-Apoio à inovação
1228;SP4-417;SUP4;Processos e sistemas-Processos
1229;SP4-417;SUP4;Gestão/Gerência-Objetivos bem definidos
1230;SP4-417;SUP4;Ambiente de trabalho-Trabalho remoto
1231;SP4-418;SUP4;Equipe-Interações sociais
1232;SP4-419;SUP4;Gestão/Gerência-Feedback
1233;SP4-419;SUP4;Gestão/Gerência-Objetivos bem definidos
1234;SP4-420;SUP4;Projeto-Tamanho médio da equipe
1235;SP4-421;SUP4;Equipe-Colaboração
1236;SP4-422;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1237;SP4-422;SUP4;Treinamento-Treinamento para ferramentas e tecnologias
1238;SP4-423;SUP4;Tipo/impacto do trabalho-Tempo para aprender a realizar o trabalho
1239;SP4-423;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1240;SP4-424;SUP4;Processos e sistemas-Hardware
1241;SP4-424;SUP4;Ambiente de trabalho-Proximidade da equipe
1242;SP4-425;SUP4;Projeto-Tamanho médio da equipe
1243;SP4-425;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
1244;SP4-426;SUP4;Projeto-Tamanho médio da equipe
1245;SP4-426;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
1246;SP4-427;SUP4;Tipo/impacto do trabalho-Poder completar tarefas
1247;SP4-428;SUP4;Ambiente de trabalho-Proximidade da equipe
1248;SP4-428;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
1249;SP4-429;SUP4;Equipe-Colaboração
1250;SP4-429;SUP4;Gestão/Gerência-Prioridades bem definidas
1251;SP4-430;SUP4;Gestão/Gerência-Gerência
1252;SP4-431;SUP4;Gestão/Gerência-Planejamento de reuniões
1253;SP4-432;SUP4;Ambiente de trabalho-Trabalho remoto
1254;SP4-433;SUP4;Ambiente de trabalho-Trabalho remoto
1255;SP4-433;SUP4;Recompensas, benefícios, carreira-Segurança no trabalho
1256;SP4-434;SUP4;Recompensas, benefícios, carreira-Promoções
1257;SP4-435;SUP4;Projeto-Cronograma
1258;SP4-436;SUP4;Ambiente de trabalho-Trabalho remoto
1259;SP4-436;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
1260;SP4-436;SUP4;Habilidades e competências individuais-Felicidade do desenvolvedor
1261;SP4-436;SUP4;Produtividade pessoal-Produtividade percebida
1262;SP4-437;SUP4;Ambiente de trabalho-Trabalho remoto
1263;SP4-437;SUP4;Projeto-Tamanho médio da equipe
1264;SP4-438;SUP4;Ambiente de trabalho-Trabalho remoto
1265;SP4-439;SUP4;Equipe-Coesão da equipe
1266;SP4-439;SUP4;Equipe-Colaboração
1267;SP4-440;SUP4;Gestão/Gerência-Autonomia
1268;SP4-440;SUP4;Equipe-Objetivos claros
1269;SP4-440;SUP4;Habilidades e competências individuais-Capacidade de analista
1270;SP4-440;SUP4;Gestão/Gerência-Apreciação pelo trabalho
1271;SP4-440;SUP4;Recompensas, benefícios, carreira-Promoções
1272;SP4-441;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1273;SP4-442;SUP4;Processos e sistemas-Ferramentas
1274;SP4-442;SUP4;Tipo/impacto do trabalho-Impacto do trabalho efetuado
1275;SP4-443;SUP4;Processos e sistemas-Hardware
1276;SP4-444;SUP4;Recompensas, benefícios, carreira-Promoções
1277;SP4-445;SUP4;Gestão/Gerência-Autonomia
1278;SP4-445;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
1279;SP4-446;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1280;SP4-446;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1281;SP4-446;SUP4;Processos e sistemas-Ferramentas
1282;SP4-447;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
1283;SP4-448;SUP4;Gestão/Gerência-Objetivos bem definidos
1284;SP4-449;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
1285;SP4-450;SUP4;Projeto-Tamanho médio da equipe
1286;SP4-450;SUP4;Equipe-Colaboração
1287;SP4-450;SUP4;Recompensas, benefícios, carreira-Promoções
1288;SP4-450;SUP4;Recompensas, benefícios, carreira-Justiça
1289;SP4-451;SUP4;Projeto-Tamanho médio da equipe
1290;SP4-451;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
1291;SP4-452;SUP4;Projeto-Tamanho médio da equipe
1292;SP4-453;SUP4;Processos e sistemas-Processos
1293;SP4-454;SUP4;Equipe-Proximidade da equipe
1294;SP4-454;SUP4;Equipe-Colaboração
1295;SP4-454;SUP4;Processos e sistemas-Ferramentas
1296;SP4-455;SUP4;Recompensas, benefícios, carreira-Justiça
1297;SP4-455;SUP4;Recompensas, benefícios, carreira-Promoções
1298;SP4-455;SUP4;Equipe-Camaradagem
1299;SP4-456;SUP4;Projeto-Tamanho médio da equipe
1300;SP4-456;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
1301;SP4-457;SUP4;Gestão/Gerência-Gerência
1302;SP4-458;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1303;SP4-459;SUP4;Gestão/Gerência-Gerência
1304;SP4-460;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
1305;SP4-461;SUP4;Processos e sistemas-Hardware
1306;SP4-462;SUP4;Gestão/Gerência-Autonomia
1307;SP4-463;SUP4;Habilidades e competências individuais-Experiência de domínio da aplicação
1308;SP4-464;SUP4;Recompensas, benefícios, carreira-Salário
1309;SP4-465;SUP4;Processos e sistemas-Hardware
1310;SP4-465;SUP4;Projeto-Tamanho médio da equipe
1311;SP4-465;SUP4;Ambiente de trabalho-Trabalho remoto
1312;SP4-466;SUP4;Produtividade pessoal-Capacidade de atingir objetivos
1313;SP4-466;SUP4;Gestão/Gerência-Planejamento de reuniões
1314;SP4-467;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
1315;SP4-467;SUP4;Gestão/Gerência-Autonomia
1316;SP4-467;SUP4;Treinamento-Treinamento para ferramentas e tecnologias
1317;SP4-468;SUP4;Equipe-Comunicação
1318;SP4-468;SUP4;Equipe-Colaboração
1319;SP4-468;SUP4;Equipe-Interações sociais
1320;SP4-469;SUP4;Gestão/Gerência-Gerência
1321;SP4-470;SUP4;Gestão/Gerência-Apreciação pelo trabalho
1322;SP4-471;;NC
1323;SP4-472;SUP4;Gestão/Gerência-Gerência
1324;SP4-472;SUP4;Produtividade pessoal-Produtividade percebida
1325;SP4-473;SUP4;Equipe-Colegas de trabalho qualificados
1326;SP4-474;SUP4;Gestão/Gerência-Gerência
1327;SP4-474;SUP4;Projeto-Cronograma
1328;SP4-475;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
1329;SP4-475;SUP4;Projeto-Tamanho médio da equipe
1330;SP4-476;SUP4;Ambiente de trabalho-Proximidade da equipe
1331;SP4-477;SUP4;Gestão/Gerência-Gerência
1332;SP4-478;SUP4;Recompensas, benefícios, carreira-Benéficios e recompensas
